"earningsid","period","strong_financial_metrics","revenue_profit_growth","reasonable_valuation","healthy_roe","strong_cashflow_low_debt","positive_dividend_history","quality_management","competitive_advantage_moat","industry_leadership_and_trends","new_products_or_services","clear_positive_rating","risk_assessment_present","forward_looking_outlook","overall_good_stock_narrative","sentiment_signal","composite_score"
"GS08","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"GS09","POST",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0.324833018647965
"GS09","PRE",1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0.282965387657324
"GS10","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"GS10","PRE",1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0.219263316219935
"GS11","POST",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0.185419019187426
"GS11","PRE",1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0.0892441607958416
"GS12","POST",1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0.35139002546437
"GS12","PRE",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.273122516995296
"GS13","POST",1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.19629509410845
"GS13","PRE",1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.293608305865034
"GS14","POST",1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0.343366691506238
"GS14","PRE",0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,-0.0481582905498384
"GS15","POST",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.0916900204355002
"GS15","PRE",0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.00672497108399587
"HD01","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"HD01","PRE",0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0276359280780115
"HD02","POST",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.291697335155918
"HD02","PRE",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"HD03","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"HD03","PRE",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"HD04","POST",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"HD04","PRE",1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0.192143990271422
"HD05","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"HD05","PRE",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"HD06","POST",1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0.305787315360456
"HD06","PRE",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"HD07","POST",1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.283527706789432
"HD07","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"HD08","POST",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"HD08","PRE",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.256262086432565
"HD09","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"HD09","PRE",0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0.0527619927127098
"HD10","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"HD10","PRE",1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0.113172439962146
"HD11","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"HD11","PRE",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"HD12","POST",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.291697335155918
"HD12","PRE",0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0.11835674805817
"HD13","POST",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.144122850729415
"HD13","PRE",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.144122850729415
"HD14","POST",1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.188312905452667
"HD14","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"HD15","POST",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"HD15","PRE",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"HON01","POST",1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0.27918459154144
"HON01","PRE",1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0.203993837348048
"HON02","POST",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.144122850729415
"HON02","PRE",1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0.268226226015718
"HON03","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"HON03","PRE",1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0.139729446778551
"HON04","POST",1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0.31666339028148
"HON04","PRE",1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.245239717103188
"HON05","POST",1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0.156000128007607
"HON05","PRE",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"HON06","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"HON06","PRE",1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0.0746055765599784
"HON07","POST",1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0.262744757402726
"HON07","PRE",1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0.354325057031961
"HON08","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"HON08","PRE",0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0.0651513004201393
"HON09","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"HON09","PRE",0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0.182671427330539
"HON10","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"HON10","PRE",1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0.155081216255137
"HON11","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"HON11","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"HON12","POST",1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0.113172439962146
"HON12","PRE",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"HON13","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"HON13","PRE",1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0.17067985754582
"HON14","POST",1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0.165344683341181
"HON14","PRE",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.31141050668154
"HON15","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"HON15","PRE",1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.234944248115317
"IBM01","POST",1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0.333734119056218
"IBM01","PRE",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"IBM02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"IBM02","PRE",0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.122850729414777
"IBM03","POST",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.191997695863068
"IBM03","PRE",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.158862012371021
"IBM04","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"IBM04","PRE",0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.05858633884528
"IBM05","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"IBM05","PRE",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0.138869967129475
"IBM06","POST",1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0.278096526879312
"IBM06","PRE",0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.0851433456616851
"IBM07","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"IBM07","PRE",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0.31141050668154
"IBM08","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"IBM08","PRE",1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0.219345606824634
"IBM09","POST",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"IBM09","PRE",0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.122850729414777
"IBM10","POST",1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0.285150660382103
"IBM10","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"IBM11","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"IBM11","PRE",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.1610472850958
"IBM12","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"IBM12","PRE",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"IBM13","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"IBM13","PRE",0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0.0346809181802804
"IBM14","POST",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.158862012371021
"IBM14","PRE",1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.266507266717565
"IBM15","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"IBM15","PRE",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.0997819298975482
"JNJ01","POST",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.1610472850958
"JNJ01","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"JNJ02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ02","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ03","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"JNJ03","PRE",0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0.138216213992146
"JNJ04","POST",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.264431714799051
"JNJ04","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"JNJ05","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ05","PRE",0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0.236864362224955
"JNJ06","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"JNJ06","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ07","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ07","PRE",0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0.14874483969333
"JNJ08","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"JNJ08","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ09","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ09","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ10","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"JNJ10","PRE",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"JNJ11","POST",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"JNJ11","PRE",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"JNJ12","POST",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.349977370083708
"JNJ12","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"JNJ13","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ13","PRE",1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0.301540205817946
"JNJ14","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ14","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"JNJ15","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"JNJ15","PRE",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"KO01","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO01","PRE",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.350530545815294
"KO02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO02","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO03","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"KO03","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"KO04","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"KO04","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"KO05","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO05","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO06","POST",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.275307789720075
"KO06","PRE",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"KO07","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"KO07","PRE",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"KO08","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"KO08","PRE",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"KO09","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO09","PRE",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.350530545815294
"KO10","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"KO10","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"KO11","POST",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.149746042050499
"KO11","PRE",1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0.214010432619996
"KO12","POST",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.242172106228027
"KO12","PRE",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"KO13","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"KO13","PRE",1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0.274836904593187
"KO14","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"KO14","PRE",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.389097409217462
"KO15","POST",1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.188312905452667
"KO15","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MCD01","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MCD01","PRE",1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0.236334044994674
"MCD02","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"MCD02","PRE",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0.185419019187426
"MCD03","POST",1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0.364684529823487
"MCD03","PRE",1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.124917137932769
"MCD04","POST",1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0.330739655385234
"MCD04","PRE",0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0.110740295423271
"MCD05","POST",1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,-0.0114886827560038
"MCD05","PRE",1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.158862012371021
"MCD06","POST",1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0.17720367381833
"MCD06","PRE",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-0.10850473399562
"MCD07","POST",1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0.267284455761942
"MCD07","PRE",1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.26328878973379
"MCD08","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"MCD08","PRE",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,-0.00793189995291146
"MCD09","POST",1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.188312905452667
"MCD09","PRE",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0109583655257227
"MCD10","POST",1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0.149746042050499
"MCD10","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCD11","POST",1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0.137164722932106
"MCD11","PRE",0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.05858633884528
"MCD12","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"MCD12","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCD13","POST",1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0.188312905452667
"MCD13","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MCD14","POST",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.135793212853792
"MCD14","PRE",1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0.121154628617929
"MCD15","POST",1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0.391886146376699
"MCD15","PRE",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"MMM01","POST",1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0.391241536639892
"MMM01","PRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMM02","POST",1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0.31666339028148
"MMM02","PRE",1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.105784572340299
"MMM03","POST",1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0.285712979514211
"MMM03","PRE",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,-0.0751907541933921
"MMM04","POST",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.094675340705962
"MMM04","PRE",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0.196377384713149
"MMM05","POST",1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0.192656020700659
"MMM05","PRE",1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0.343366691506238
"MMM06","POST",1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0.290202389170556
"MMM06","PRE",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0.185419019187426
"MMM07","POST",1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0.304941550812163
"MMM08","POST",0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0.0713870995762034
"MMM08","PRE",1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0.0636472110342558
"MMM09","POST",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.1610472850958
"MMM09","PRE",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.00602092924379506
"MMM10","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"MMM10","PRE",0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-0.044587792645963
"MMM11","POST",1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0.087209754179677
"MMM11","PRE",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.14292049356076
"MMM12","POST",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0279239451944573
"MMM12","PRE",1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0.252577296022164
"MMM13","POST",0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0279239451944573
"MMM13","PRE",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-0.00602092924379506
"MMM14","POST",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.135793212853792
"MMM14","PRE",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.00493743628192761
"MMM15","POST",0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.133095909699776
"MMM15","PRE",1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0.29306427353397
"MSFT01","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MSFT01","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"MSFT02","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MSFT02","PRE",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"MSFT03","POST",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MSFT03","PRE",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0.370668885465193
"MSFT04","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"MSFT04","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MSFT05","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"MSFT05","PRE",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.300452141155817
"MSFT06","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"MSFT06","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"MSFT07","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"MSFT07","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"MSFT08","POST",1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.127911601603752
"MSFT08","PRE",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"MSFT09","POST",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"MSFT09","PRE",1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0.191997695863068
"MSFT10","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"MSFT10","PRE",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"MSFT11","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"MSFT11","PRE",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.256262086432565
"MSFT12","POST",1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.135793212853792
"MSFT12","PRE",0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0.0919003186475082
"MSFT13","POST",1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0.380927780850976
"MSFT13","PRE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"MSFT14","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"MSFT14","PRE",1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.208858126425799
"MSFT15","POST",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0.256262086432565
"MSFT15","PRE",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"NKE01","POST",1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.236187750586321
"NKE01","PRE",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.167040784138029
"NKE02","POST",0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.230495983761321
"NKE02","PRE",1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0.364053635187463
"NKE03","POST",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"NKE03","PRE",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0.0997819298975482
"NKE04","POST",1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0.35086427993435
"NKE04","PRE",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0688315191302798
"NKE05","POST",1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.331402551923086
"NKE05","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"NKE06","POST",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0109583655257227
"NKE06","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"NKE07","POST",1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0.138787676524776
"NKE07","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"NKE08","POST",0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.108111567773171
"NKE08","PRE",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.203052067094273
"NKE09","POST",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0.167040784138029
"NKE09","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NKE10","POST",1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0.267138161353589
"NKE10","PRE",0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0.166775625522888
"NKE11","POST",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0.144122850729415
"NKE11","PRE",1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0.350123664492061
"NKE12","POST",1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0.208858126425799
"NKE12","PRE",0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.05858633884528
"NKE13","POST",1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0.208387241298912
"NKE13","PRE",1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0.305787315360456
"NKE14","POST",1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0.283527706789432
"NKE14","PRE",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0.225311675665297
"NKE15","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NKE15","PRE",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA01","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
"NVDA01","PRE",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0.169738087292045
"NVDA02","POST",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.242172106228027
"NVDA02","PRE",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.37052259105684
"NVDA03","POST",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339572180289572
"NVDA03","PRE",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.242172106228027
"NVDA04","POST",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0.234002477861542
